# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/SA101588_prokka.gff" "-o" "../data/rna_align/counttable_prokka.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
SA101588_02159	101588_6	123570	124109	+	540	8671	11022	8505	38521	44524	52604	42805	43899	33037
SA101588_02160	101588_6	124132	124317	+	186	2337	3872	3137	14391	16441	20231	15649	14764	12883
SA101588_02161	101588_6	124349	124747	+	399	6697	9367	7244	31991	36223	40217	34721	35809	27824
SA101588_02162	101588_6	124772	125308	+	537	8064	10564	8053	34832	39935	41221	38025	38094	29557
SA101588_02163	101588_6	125339	125698	+	360	5756	9373	7618	34276	36857	39619	36631	33589	30259
SA101588_02164	101588_6	125719	126219	+	501	8637	11731	8665	34844	40449	42083	39252	39041	31164
SA101588_02165	101588_6	126236	126415	+	180	2702	4632	3569	14352	16107	14536	15096	15235	12551
SA101588_02166	101588_6	126432	126872	+	441	8826	10100	7537	20377	24227	18744	23894	24587	18716
SA101588_02167	101588_6	126872	128164	+	1293	21669	25048	19659	62747	72467	41528	73266	71095	55822
SA101588_02168	101588_6	128181	128828	+	648	12243	13531	10808	32893	37763	19777	37228	37098	28575
SA101588_02169	101588_6	129021	129239	+	219	5391	6703	5515	17123	19341	10827	18780	18250	14750
SA101588_02170	101588_6	129271	129384	+	114	1578	2172	1891	5934	6652	4314	6452	6101	5270
SA101588_02171	101588_6	129407	129772	+	366	7413	8758	7141	20743	23688	17361	23633	23051	19113
SA101588_02172	101588_6	129796	130185	+	390	8776	10593	8261	22257	25898	18437	25793	25994	20312
SA101588_02173	101588_6	130260	131204	+	945	18534	23277	18639	51517	60276	38530	57798	56654	46117
SA101588_02174	101588_6	131221	131589	+	369	7089	9906	7501	20371	24230	18863	23474	24183	18828
SA101588_02175	101588_6	131715	131778	+	64	124	134	135	314	373	274	335	388	270
SA101588_02176	101588_6	132127	132936	+	810	332	357	401	506	404	461	487	434	418
SA101588_02177	101588_6	132755	132820	-	66	0	0	0	0	0	0	0	0	0
SA101588_02178	101588_6	132933	133793	+	861	456	519	490	560	543	623	700	489	477
SA101588_02179	101588_6	133783	134589	+	807	402	457	433	445	414	513	524	419	343
SA101588_02180	101588_6	134594	135397	+	804	529	499	471	640	593	844	758	610	566
SA101588_02181	101588_6	135440	135509	+	70	2588	3510	3196	12376	11421	14219	12669	11534	9707
SA101588_02182	101588_6	135637	136074	+	438	6478	8532	7392	25618	26726	32339	27894	25689	21983
SA101588_02183	101588_6	136088	136486	+	399	5316	7742	6794	21947	22204	21929	24369	20704	18760
SA101588_02184	101588_7	170	1438	-	1269	46	36	39	27	33	27	38	37	35
SA101588_02185	101588_7	1453	2025	-	573	16	9	9	18	9	20	20	14	9
SA101588_02186	101588_7	2026	3396	-	1371	26	29	27	31	22	36	25	13	35
SA101588_02187	101588_7	3410	4456	-	1047	28	24	18	28	18	32	24	24	26
SA101588_02188	101588_7	4459	5988	-	1530	12	14	24	21	17	27	16	16	14
SA101588_02189	101588_7	6018	7022	-	1005	7	6	8	6	5	7	8	10	0
SA101588_02190	101588_7	7159	7413	-	255	2	2	3	4	1	1	0	0	1
SA101588_02191	101588_7	7413	9182	-	1770	39	31	35	27	18	28	22	16	12
SA101588_02192	101588_7	9209	10897	-	1689	25	34	23	19	24	26	16	13	13
SA101588_02193	101588_7	11002	11206	-	205	10	10	18	5	5	0	7	4	3
SA101588_02194	101588_7	11375	11869	+	495	385	462	453	381	274	166	328	292	296
SA101588_02195	101588_7	11850	12512	+	663	399	482	430	243	267	147	290	260	222
SA101588_02196	101588_7	12485	12949	+	465	236	302	222	168	145	118	170	148	141
SA101588_02197	101588_7	12942	13967	+	1026	806	1126	986	760	722	718	909	725	750
SA101588_02198	101588_7	13968	14271	+	304	54	94	98	47	45	16	45	50	36
SA101588_02199	101588_7	14284	15894	-	1611	1718	1571	1562	554	559	343	665	567	478
SA101588_02200	101588_7	16256	18184	-	1929	1529	1800	1805	827	664	574	938	773	805
SA101588_02201	101588_7	18437	19072	+	636	1442	2103	1908	2268	2253	1512	2589	2088	1977
SA101588_02202	101588_7	19144	19257	+	114	2	2	3	3	3	5	0	2	3
SA101588_02203	101588_7	19376	20455	+	1080	238	323	246	155	176	201	155	160	156
SA101588_02204	101588_7	20515	20739	+	225	53	104	99	74	54	38	56	68	35
SA101588_02205	101588_7	20948	21691	+	744	106	142	126	35	37	56	58	74	50
SA101588_02206	101588_7	21792	22196	+	405	18	30	34	8	5	7	11	9	14
SA101588_02207	101588_7	22380	23330	+	951	1073	1192	1112	462	375	173	493	398	441
SA101588_02208	101588_7	23480	24964	+	1485	2235	2447	2363	868	683	645	1009	812	741
SA101588_02209	101588_7	24961	25920	+	960	1209	1504	1397	663	548	430	717	522	591
SA101588_02210	101588_7	26294	27010	-	717	33711	39216	35509	21160	21164	11159	24907	21228	18778
SA101588_02211	101588_7	27029	28321	-	1293	106859	114144	102304	58546	59240	36310	69452	63759	52118
SA101588_02212	101588_7	28346	28486	-	141	6994	6541	5541	3201	3121	1865	4050	3870	2891
SA101588_02213	101588_7	28483	29106	-	624	52372	53168	46032	25058	25083	17070	32025	28898	22851
SA101588_02214	101588_7	29258	29771	+	514	143141	229247	250882	176215	145622	286967	213709	150590	167646
SA101588_02215	101588_7	29288	29422	+	135	0	0	0	0	0	0	0	0	0
SA101588_02216	101588_7	30024	30809	-	786	1279	1247	1282	765	711	1042	870	799	727
SA101588_02217	101588_7	31117	31743	-	627	1379	1695	1622	1316	1201	540	1402	1226	1248
SA101588_02218	101588_7	31940	33184	+	1245	2084	2425	2451	7220	5903	14014	6959	5501	5886
SA101588_02219	101588_7	33209	33952	-	744	1974	1678	1597	261	237	121	326	253	269
SA101588_02220	101588_7	34127	34411	+	285	1058	1402	1432	531	418	405	721	456	475
SA101588_02221	101588_7	34487	36103	+	1617	4045	4345	4385	2370	2139	1839	2990	2278	2120
SA101588_02222	101588_7	36644	36823	+	180	440	542	507	775	507	357	668	531	556
SA101588_02223	101588_7	36820	37446	+	627	781	768	772	1974	1437	863	1769	1533	1415
SA101588_02224	101588_7	37985	39292	-	1308	480	480	466	388	329	327	443	367	352
SA101588_02225	101588_7	39355	39554	-	200	16	24	15	25	16	17	17	24	16
SA101588_02226	101588_7	39675	40898	-	1224	3782	3440	3666	5087	4153	4227	5243	3934	4109
SA101588_02227	101588_7	41330	42385	+	1056	690	391	848	529	246	290	503	192	379
SA101588_02228	101588_7	42407	43423	+	1017	538	357	703	689	348	353	618	268	522
SA101588_02229	101588_7	43685	44680	-	996	10877	4747	12489	9674	3612	8769	10018	3287	8096
SA101588_02230	101588_7	45066	47135	+	2070	1824	1197	2169	2047	995	1056	1996	962	1798
SA101588_02231	101588_7	47406	48692	-	1287	4609	5015	4548	2965	2467	2551	3373	2515	2447
SA101588_02232	101588_7	49232	49408	+	177	257	352	267	356	285	28	334	259	241
SA101588_02233	101588_7	49666	50046	+	381	980	1439	1206	285	337	183	327	361	284
SA101588_02234	101588_7	50043	50939	+	897	1679	1963	1685	404	497	322	466	531	389
SA101588_02235	101588_7	50940	51620	+	681	901	999	806	233	273	162	253	299	217
SA101588_02236	101588_7	51617	52489	+	873	1992	2192	2042	568	587	300	603	686	482
SA101588_02237	101588_7	52489	53229	+	741	1332	1417	1169	351	386	206	407	443	351
SA101588_02238	101588_7	53293	53856	-	564	6132	6897	7316	1459	1257	985	1710	1173	1175
SA101588_02239	101588_7	53977	54501	+	525	1327	1261	1143	566	517	198	576	556	481
SA101588_02240	101588_7	54561	55118	+	558	760	765	662	359	349	135	386	387	361
SA101588_02241	101588_7	55115	55957	+	843	947	1212	1004	714	638	244	732	635	587
SA101588_02242	101588_7	56014	57126	-	1113	843	912	876	380	305	438	395	303	302
SA101588_02243	101588_7	57505	57678	+	174	1885	2723	2405	2117	1779	1122	2317	1916	1819
SA101588_02244	101588_7	58225	59337	+	1113	1157	1142	1210	1053	929	430	1075	968	900
SA101588_02245	101588_7	59334	61403	+	2070	2056	2400	2327	1738	1632	866	1979	1746	1612
SA101588_02246	101588_7	61412	61777	+	366	306	316	365	265	243	115	307	239	254
SA101588_02247	101588_7	61782	63152	+	1371	1363	1380	1496	1213	980	527	1363	1098	961
SA101588_02248	101588_7	63195	63605	-	411	443	609	493	536	435	453	610	500	472
SA101588_02249	101588_7	63919	64764	-	846	5764	6220	6292	2810	2452	1313	3640	2859	2556
SA101588_02250	101588_7	64871	66628	+	1758	1651	1583	1672	2463	2161	1078	2624	2303	1977
SA101588_02251	101588_7	66618	66998	+	381	283	389	399	648	551	208	632	548	493
SA101588_02252	101588_7	67458	68486	+	1029	2092	2211	2233	1050	846	334	1073	822	907
SA101588_02253	101588_7	68606	69985	-	1380	3262	3286	3410	1436	1153	898	1603	1221	1221
SA101588_02254	101588_7	70403	71332	-	930	5677	5544	5350	4964	4456	1762	5791	4432	4028
SA101588_02255	101588_7	71385	71945	-	561	2614	2651	2688	1851	1625	1023	2064	1541	1740
SA101588_02256	101588_7	72317	73414	+	1098	823	670	694	513	350	277	532	387	379
SA101588_02257	101588_7	73619	75181	+	1563	3231	3650	3400	2812	2712	1663	3126	2773	2558
SA101588_02258	101588_7	75371	76165	-	795	642	744	652	497	413	393	598	455	437
SA101588_02259	101588_7	76185	77261	-	1077	1009	1053	897	840	734	978	966	842	751
SA101588_02260	101588_7	77445	78914	+	1470	1912	2031	1874	805	609	662	937	685	738
SA101588_02261	101588_7	78907	79728	+	822	1294	1382	1309	774	646	643	957	724	737
SA101588_02262	101588_7	79998	80600	+	603	1451	1453	1312	1541	1405	1273	1710	1486	1301
SA101588_02263	101588_7	80581	80754	+	174	312	408	321	444	426	252	455	341	386
SA101588_02264	101588_7	81047	81370	-	324	1296	1564	2317	1340	1028	1129	1577	1015	1381
SA101588_02265	101588_7	81401	82567	-	1167	5167	4937	7086	3402	2529	3986	3842	2720	3519
SA101588_02266	101588_7	83416	84711	+	1296	3903	4083	3590	3508	3043	1584	3908	3064	2673
SA101588_02267	101588_7	84820	85122	+	303	794	927	925	949	822	395	1052	827	781
SA101588_02268	101588_7	85294	85986	+	693	693	847	723	480	350	304	489	419	401
SA101588_02269	101588_7	85983	88175	+	2193	2331	2699	2410	1785	1612	1628	2040	1727	1598
SA101588_02270	101588_7	88179	90182	+	2004	2701	3312	3015	2740	2448	2809	3136	2688	2396
SA101588_02271	101588_7	90195	91394	+	1200	2297	2890	2787	2327	2148	1760	2552	2201	1977
SA101588_02272	101588_7	91483	93021	-	1539	3535	3901	3458	4675	4177	4545	5135	4296	3775
SA101588_02273	101588_7	93388	93690	+	303	2176	2738	2434	1155	1052	720	1386	1072	1161
SA101588_02274	101588_7	93692	95149	+	1458	7020	7250	6325	3943	3843	3369	4605	4016	3360
SA101588_02275	101588_7	95162	96589	+	1428	9191	11321	10396	9819	9001	7866	11315	9478	8629
SA101588_02276	101588_7	96991	97257	-	267	469	557	535	392	329	197	443	381	361
SA101588_02277	101588_7	97301	98248	+	948	1444	1608	1628	1251	1115	616	1402	1064	1072
SA101588_02278	101588_7	98329	99690	+	1362	912	1109	968	755	704	522	899	788	692
SA101588_02279	101588_7	99860	100390	+	531	1126	1065	1054	2796	2381	1540	2689	2395	2231
SA101588_02280	101588_7	100637	101707	+	1071	231	440	435	299	248	158	369	299	260
SA101588_02281	101588_7	101774	102328	-	555	323	348	295	176	165	154	199	170	126
SA101588_02282	101588_7	102719	103219	-	501	2672	4629	3946	7018	7201	8203	7181	6338	5458
SA101588_02283	101588_7	103511	104824	+	1314	1848	1992	1949	1872	1707	1474	2048	1705	1519
SA101588_02284	101588_7	104826	105557	+	732	911	1099	1010	1085	907	744	1164	936	916
SA101588_02285	101588_7	105782	106195	+	414	56	76	56	18	28	13	35	19	18
SA101588_02286	101588_7	106384	107370	-	987	326	414	369	167	138	154	205	163	157
SA101588_02287	101588_7	107500	107873	-	374	447	535	533	310	285	163	353	265	299
SA101588_02288	101588_7	107954	108712	+	759	2268	2720	2493	1153	923	793	1401	1054	1040
SA101588_02289	101588_7	108929	109315	+	387	458	502	530	228	159	98	316	212	250
SA101588_02290	101588_7	109330	110031	+	702	549	526	458	168	181	104	274	211	160
SA101588_02291	101588_7	110028	111071	+	1044	1151	1185	1030	483	337	233	576	422	418
SA101588_02292	101588_7	111061	111690	+	630	962	1197	1157	544	467	247	673	471	479
SA101588_02293	101588_7	111803	113020	-	1218	8713	8303	7686	7308	6352	8774	8281	6211	6278
SA101588_02294	101588_7	113298	113573	-	276	3603	4368	4006	5215	4450	1286	5628	4189	4383
SA101588_02295	101588_7	113580	114044	-	465	5255	5787	5520	8494	6790	2761	8896	6151	7040
SA101588_02296	101588_7	114185	114391	+	207	619	730	735	398	302	232	447	345	358
SA101588_02297	101588_7	114403	115650	+	1248	3632	3384	3456	2789	2073	1871	3252	2365	2320
SA101588_02298	101588_7	115740	116270	+	531	1370	1687	1567	1516	1112	810	1724	1189	1327
SA101588_02299	101588_7	116532	117683	-	1152	661	714	639	784	680	547	832	699	635
SA101588_02300	101588_7	117907	118068	+	162	571	460	420	198	181	83	241	180	184
SA101588_02301	101588_7	118198	118713	+	516	4531	4337	4731	4469	3505	2288	4785	3447	3842
SA101588_02302	101588_7	119054	119863	+	810	1180	1383	1315	1185	1047	354	1459	1080	1024
SA101588_02303	101588_7	120124	120942	+	819	636	636	656	215	203	119	278	171	196
SA101588_02304	101588_7	120920	121234	+	315	199	220	242	119	98	69	139	95	125
SA101588_02305	101588_7	121249	122766	+	1518	1668	1544	1612	870	608	450	917	709	634
SA101588_02306	101588_7	122775	123611	+	837	1082	968	1031	623	583	465	723	588	588
SA101588_02307	101588_7	123872	124849	-	978	1354	1528	1462	691	710	444	1081	761	688
SA101588_02308	101588_7	125001	126038	+	1038	460	551	515	627	641	348	825	648	536
SA101588_02309	101588_7	126341	126883	+	543	1050	1657	1611	1891	1707	757	2365	1576	1640
SA101588_02310	101588_7	127174	128910	+	1737	649	865	721	949	959	419	1170	1003	855
SA101588_02311	101588_7	129101	130246	-	1146	1871	2115	2095	1452	1346	927	1761	1460	1322
SA101588_02312	101588_7	130488	131777	-	1290	2265	2843	2483	1608	1312	1014	1954	1452	1431
SA101588_02313	101588_7	131858	132313	+	456	1359	1329	1423	385	331	120	486	345	345
SA101588_02314	101588_7	132310	133269	+	960	2089	2106	1987	854	683	286	929	765	665
SA101588_02315	101588_7	133366	133812	+	447	7828	9957	9316	15494	13068	6707	16833	12593	11852
SA101588_02316	101588_8	86	721	-	636	8	8	7	22	7	14	20	17	7
SA101588_02317	101588_8	1341	2318	+	978	30	31	31	45	45	33	61	40	37
SA101588_02318	101588_8	2334	2555	+	222	1	4	3	12	20	7	8	9	13
SA101588_02319	101588_8	2623	3078	+	456	24	40	44	53	24	37	40	39	37
SA101588_02320	101588_8	3223	5061	+	1839	93	112	86	164	147	144	176	135	134
SA101588_02321	101588_8	5151	5372	+	222	15	11	21	20	20	19	28	21	20
SA101588_02322	101588_8	5664	5984	+	321	6	9	10	34	31	44	37	24	27
SA101588_02323	101588_8	6162	6566	+	405	10	16	18	34	40	40	42	41	30
SA101588_02324	101588_8	6691	6981	+	291	688	995	902	650	606	285	791	699	662
SA101588_02325	101588_8	7059	8510	+	1452	1762	2023	2084	929	879	463	915	850	745
SA101588_02326	101588_8	8712	9638	+	927	858	1023	1036	689	644	390	747	711	613
SA101588_02327	101588_8	9666	10274	+	609	673	743	781	551	452	205	536	476	411
SA101588_02328	101588_8	10564	11346	+	783	578	651	623	594	525	322	675	572	527
SA101588_02329	101588_8	11414	12271	+	858	1232	1504	1402	1109	906	411	1181	904	898
SA101588_02330	101588_8	13684	13864	+	181	5293	9707	7659	4720	4425	686	6173	3108	3248
SA101588_02331	101588_8	14303	15394	-	1092	9765	10277	9990	5626	4372	3789	6050	4780	4855
SA101588_02332	101588_8	15660	16640	-	981	524	554	524	1018	962	883	1355	1090	1032
SA101588_02333	101588_8	16642	16962	-	321	225	247	277	320	311	349	471	336	311
SA101588_02334	101588_8	17114	17779	+	666	1858	1877	1954	2665	1914	1308	2692	1829	2117
SA101588_02335	101588_8	18213	19151	+	939	2327	2854	2533	3185	2925	1695	3354	2830	2714
SA101588_02336	101588_8	19182	19412	+	231	247	273	244	286	252	179	312	314	255
SA101588_02337	101588_8	20084	21457	+	1374	3585	4008	3946	2412	2006	1070	2645	2125	2068
SA101588_02338	101588_8	21915	22328	+	414	333	373	383	247	192	107	326	209	228
SA101588_02339	101588_8	22528	22971	+	444	2686	5901	4148	3644	4451	1391	6764	4798	3554
SA101588_02340	101588_8	23092	23802	-	711	5541	5329	4571	1741	1543	1340	2259	1801	1673
SA101588_02341	101588_8	24116	24778	+	663	2605	2680	2363	1370	1281	993	1523	1368	1194
SA101588_02342	101588_8	25058	26359	+	1302	6422	6732	5996	5099	4744	3495	5484	4840	4259
SA101588_02343	101588_8	26373	26723	+	351	1513	1986	1790	1592	1534	819	1806	1502	1367
SA101588_02344	101588_8	26875	27345	-	471	1905	2088	2119	975	857	238	1158	828	847
SA101588_02345	101588_8	27654	28838	+	1185	377	421	332	268	284	319	345	284	262
SA101588_02346	101588_8	28838	30031	+	1194	446	529	464	567	538	309	574	590	454
SA101588_02347	101588_8	30430	31101	+	672	2077	2269	2203	1173	971	471	1355	1048	1025
SA101588_02348	101588_8	31231	32034	-	804	823	988	799	841	746	503	1011	841	715
SA101588_02349	101588_8	32459	33319	+	861	1423	1490	1281	736	645	374	914	667	598
SA101588_02350	101588_8	33431	33961	+	531	3091	4277	4071	5152	4271	2206	5194	4126	4399
SA101588_02351	101588_8	34009	34078	+	70	163	183	112	259	203	108	277	269	214
SA101588_02352	101588_8	34297	35907	+	1611	3422	4388	3534	8561	7713	3841	9272	7903	7003
SA101588_02353	101588_8	36016	36537	-	522	759	677	611	292	322	157	322	276	264
SA101588_02354	101588_8	36755	37615	+	861	17680	18459	19808	7580	6199	2592	9296	6409	6764
SA101588_02355	101588_8	38081	39340	+	1260	3260	3306	3057	3265	2881	1895	3830	3184	2853
SA101588_02356	101588_8	39429	39764	+	336	1727	2875	2499	2534	2716	1714	4020	3229	2641
SA101588_02357	101588_8	40002	41429	+	1428	7624	7795	7853	9410	7629	5098	10050	6882	7852
SA101588_02358	101588_8	41676	42992	+	1317	4344	5776	5072	6669	6371	3351	7277	5812	5712
SA101588_02359	101588_8	43110	43364	+	255	6153	9053	7335	14703	14778	2194	17143	14784	12981
SA101588_02360	101588_8	43711	44310	+	600	1046	1222	1037	1458	1445	1525	1733	1570	1307
SA101588_02361	101588_8	44311	45387	+	1077	1532	1723	1535	2979	2903	3345	3372	2979	2518
SA101588_02362	101588_8	45374	46210	+	837	1101	1440	1177	2898	2856	2943	3371	2911	2501
SA101588_02363	101588_8	46294	47340	+	1047	748	821	767	811	717	518	957	732	730
SA101588_02364	101588_8	47337	47756	+	420	199	300	302	340	297	186	387	316	335
SA101588_02365	101588_8	47863	48387	+	525	9012	10354	10350	6327	5587	4888	7722	5945	5366
SA101588_02366	101588_8	48414	49652	+	1239	17782	20229	20508	14600	12738	13188	16511	12360	11702
SA101588_02367	101588_8	49680	50309	+	630	7229	7679	7467	6118	5600	5800	6782	5384	5043
SA101588_02368	101588_8	50333	51460	+	1128	10277	11097	10573	9981	9023	10401	11314	9269	8170
SA101588_02369	101588_8	51627	51980	+	354	8001	8580	7556	7437	6725	5969	8796	7378	6136
SA101588_02370	101588_8	52001	52729	+	729	13125	14920	13557	14068	13021	11223	15844	12988	11597
SA101588_02371	101588_8	52772	52984	+	213	5769	6298	5849	6630	6066	6204	7676	6185	5883
SA101588_02372	101588_8	53182	53703	+	522	11825	14528	14415	15693	14417	14342	16388	13571	12693
SA101588_02373	101588_8	53703	54242	+	540	8663	10398	9455	10670	10015	9778	11761	9837	8865
SA101588_02374	101588_8	54264	55772	+	1509	29971	34616	32511	33499	31224	30772	37244	30257	28720
SA101588_02375	101588_8	55803	56669	+	867	16688	18194	16606	18364	17336	16818	20541	17199	15557
SA101588_02376	101588_8	56691	58103	+	1413	31905	34423	31036	29686	28792	28405	34761	29424	26493
SA101588_02377	101588_8	58123	58527	+	405	6254	9434	9280	8410	7845	5705	9486	7402	7539
SA101588_02378	101588_8	58685	58910	+	226	12	23	13	13	26	23	24	24	12
SA101588_02379	101588_8	59180	59413	+	234	1281	1364	1289	2125	1802	1512	2352	1818	1834
SA101588_02380	101588_8	59524	60789	+	1266	5159	5609	5186	9176	8046	8278	9660	7636	7601
SA101588_02381	101588_8	60823	61263	+	441	1384	1398	1255	1871	1646	1564	2202	1579	1672
SA101588_02382	101588_8	61320	61760	-	441	451	455	419	103	61	29	115	64	82
SA101588_02383	101588_8	61954	62349	+	396	126	159	163	126	131	94	158	115	123
SA101588_02384	101588_8	62738	63433	+	696	347	474	363	1038	870	678	1057	824	795
SA101588_02385	101588_8	63638	63740	+	103	559	696	632	222	195	62	220	206	156
SA101588_02386	101588_8	63820	64509	+	690	1595	1733	1643	420	435	255	498	486	399
SA101588_02387	101588_8	64502	65332	+	831	1876	2059	1903	575	652	463	702	688	558
SA101588_02388	101588_8	65316	66107	+	792	1805	1994	1982	772	850	719	865	838	753
SA101588_02389	101588_8	66109	66750	+	642	1355	1270	1318	592	621	619	743	726	535
SA101588_02390	101588_8	66836	67708	+	873	6759	8582	7356	7887	8231	6105	8849	8487	7400
SA101588_02391	101588_8	67972	68030	-	59	0	3	1	2	0	1	0	1	1
SA101588_02392	101588_8	68038	68427	+	390	50	41	45	19	13	24	32	28	11
SA101588_02393	101588_8	68442	69353	+	912	57	60	56	37	39	41	44	37	32
SA101588_02394	101588_8	69950	70597	-	648	1131	1257	1251	919	890	1065	1152	842	855
SA101588_02395	101588_8	70625	72109	-	1485	1887	1895	1867	1503	1320	1472	1609	1318	1185
SA101588_02396	101588_8	72275	72568	+	294	258	273	278	497	459	167	549	424	403
SA101588_02397	101588_8	72580	72789	+	210	153	159	126	317	282	106	347	306	247
SA101588_02398	101588_8	72917	73054	+	138	629	1172	766	864	1090	387	1049	862	712
SA101588_02399	101588_8	73318	74520	-	1203	2321	2294	2095	792	699	531	956	780	705
SA101588_02400	101588_8	74838	75908	+	1071	3639	3758	3509	2284	1878	1721	2311	1947	1766
SA101588_02401	101588_8	75923	77278	+	1356	3311	3679	3494	3650	3202	2466	3905	3321	3005
SA101588_02402	101588_8	77794	79314	+	1521	2778	4323	3450	8091	8103	9443	8613	7540	6502
SA101588_02403	101588_8	79667	80362	-	696	2853	3067	3772	2131	1826	2755	2570	1724	2158
SA101588_02404	101588_8	80362	83019	-	2658	13445	12537	14158	9130	7981	12254	10679	8627	8961
SA101588_02405	101588_8	83291	84967	+	1677	2359	2499	2549	6043	6265	5417	6858	6092	5759
SA101588_02406	101588_8	84986	87013	+	2028	2533	3000	2992	8314	8568	7667	8747	8002	7874
SA101588_02407	101588_8	87033	87593	+	561	595	768	778	2258	2263	1679	2505	2069	2330
SA101588_02408	101588_8	87802	88281	+	480	411	391	356	278	236	156	346	276	267
SA101588_02409	101588_8	88274	89851	+	1578	1451	1536	1516	1122	1091	754	1312	1114	1024
SA101588_02410	101588_8	89841	90335	+	495	445	501	425	337	323	318	483	358	333
SA101588_02411	101588_8	90339	90698	+	360	384	509	547	362	391	294	401	382	343
SA101588_02412	101588_8	90764	91912	+	1149	1706	1790	1756	1537	1419	1263	1761	1498	1422
SA101588_02413	101588_8	91997	92167	+	171	1600	1694	1647	2331	2103	684	2488	1932	1902
SA101588_02414	101588_8	92164	92526	+	363	1851	2005	1867	1428	1273	931	1604	1307	1193
SA101588_02415	101588_8	92876	93877	+	1002	1824	1828	1728	1525	1289	799	1648	1459	1269
SA101588_02416	101588_8	93996	94322	+	327	2870	3692	3470	3807	3437	1658	4046	3219	3398
SA101588_02417	101588_8	94324	94803	+	480	2265	2259	2079	1970	1966	1241	2150	2062	1666
SA101588_02418	101588_8	94778	95548	+	771	4380	5415	5051	5119	4494	3671	5656	4479	4543
SA101588_02419	101588_8	95995	98133	+	2139	1883	2305	2043	2078	1990	1742	2505	2067	1872
SA101588_02420	101588_8	98126	98581	+	456	344	535	425	577	537	370	718	558	535
SA101588_02423	101588_9	104	1576	-	1473	856	838	835	696	563	432	696	637	505
SA101588_02424	101588_9	1695	5168	-	3474	15287	20125	16201	12588	11322	9032	12749	10981	9557
SA101588_02425	101588_9	5566	9738	-	4173	213	414	257	382	605	321	422	530	324
SA101588_02426	101588_9	10100	12496	-	2397	178	281	197	380	375	230	422	359	289
SA101588_02427	101588_9	12929	13495	-	567	768	842	807	721	575	387	735	613	586
SA101588_02428	101588_9	13515	14384	-	870	1269	1425	1354	562	503	249	621	528	510
SA101588_02429	101588_9	14531	15001	-	471	480	418	389	214	232	195	274	248	232
SA101588_02430	101588_9	15068	15685	+	618	344	339	347	151	165	89	165	160	140
SA101588_02431	101588_9	15678	16340	+	663	509	591	584	320	295	130	355	308	289
SA101588_02432	101588_9	16456	17139	-	684	1045	1084	1073	577	497	400	623	483	507
SA101588_02433	101588_9	17385	18461	-	1077	4865	5332	5381	3208	2466	2577	3488	2408	2645
SA101588_02434	101588_9	18797	19762	-	966	9270	11106	10350	8288	6724	3743	8902	7082	7057
SA101588_02435	101588_9	19976	21613	-	1638	1415	1430	1495	572	448	388	689	580	486
SA101588_02436	101588_9	21771	22649	-	879	2680	3302	3014	2753	2244	1589	2599	2009	2108
SA101588_02437	101588_9	22918	24105	-	1188	11721	13105	12231	5885	4679	2576	6485	4834	4698
SA101588_02438	101588_9	24276	25451	+	1176	1380	1371	1397	708	553	423	774	572	576
SA101588_02439	101588_9	25733	26917	-	1185	85415	99372	81287	122216	135923	139655	142409	131755	104666
SA101588_02440	101588_9	27134	29215	-	2082	72810	90525	72712	219022	236800	221036	247188	224834	180611
SA101588_02441	101588_9	29338	29808	-	471	20999	27218	22340	72781	77919	68638	80619	73916	60158
SA101588_02442	101588_9	29874	30287	-	414	17802	24101	20050	66558	69825	62140	73323	66647	55250
SA101588_02443	101588_9	30385	30639	-	255	10978	13884	10900	38903	39979	30982	43891	39263	31684
SA101588_02444	101588_9	30776	34399	-	3624	43363	54230	45499	36482	40510	47142	44507	41000	34390
SA101588_02445	101588_9	34536	38087	-	3552	37261	44533	39349	34100	37086	33788	38781	36858	30766
SA101588_02446	101588_9	38302	38910	-	609	1387	1623	1233	4924	5650	3506	5117	5325	4075
SA101588_02447	101588_9	39085	39453	-	369	7935	12805	9813	56764	65320	22577	60748	60123	46595
SA101588_02448	101588_9	39496	39996	-	501	11647	17305	13587	87120	95820	33866	91402	86669	69510
SA101588_02449	101588_9	40034	40180	-	147	2102	2670	2054	14806	14830	5632	15950	15725	11152
